,date,username,tweet,hashtags,nlikes
41,2020-06-20 16:02:02,otiose94,#DFAT @TheIPA's #scomo infuriates #China #Coal #Trade by @roweafr  pic.twitter.com/ZwiO2zP7rs #auspol #BLM #Insiders,"['#dfat', '#scomo', '#china', '#coal', '#trade', '#auspol', '#blm', '#insiders']",30
42,2020-06-20 15:58:41,AltUSDA_ARS,Loving #BLM protesters deafeningly drowning out MAGA in Tulsa. Next step: Trump denies his empty stadium and applauds the vocals of his crowd.  WE KNOW BETTER  pic.twitter.com/645O9BBsRz,['#blm'],26
43,2020-06-20 15:56:04,PuffleLock,"If there is any question about what values we hold dear in this household, may I please present exhibit A.

#BLM #blacklivesmatter #LGBTQIA #wrathmonth pic.twitter.com/nnrgWFKQs1","['#blm', '#blacklivesmatter', '#lgbtqia', '#wrathmonth']",30
44,2020-06-20 15:54:15,playingtrix,"Protect the Queen at all costs. ✨
#blackfamily #BLM #blackfamilies pic.twitter.com/FkvAJNwkOG","['#blackfamily', '#blm', '#blackfamilies']",203
45,2020-06-20 15:53:06,selga55,There are so many people very disappointed that the #BLM rallies did not cause a spike in #COVID19 infections. A narrative lost for the racists #insiders,"['#blm', '#covid19', '#insiders']",30
46,2020-06-20 15:51:23,JCarlosdePC,"Joe Biden ""talking Black"" lol listen carefully lol

 #foxnews #BLM #RNC #DNC #CNN #FoxNews #JoeBiden #Trump2020 #MSNBC #blakclivesmatter pic.twitter.com/aFfjk71pfn","['#foxnews', '#blm', '#rnc', '#dnc', '#cnn', '#foxnews', '#joebiden', '#trump2020', '#msnbc', '#blakclivesmatter']",151
47,2020-06-20 15:50:23,mollyhf,So I’ve seen #BLM #antifa (didn’t want photo) and unaffiliated protesters today. I’ve not seen any looting/property destruction or fires. I’ve spoken with police who responded with clear instructions and have not dispersed crowds #TulsaTrumpRally,"['#blm', '#antifa', '#tulsatrumprally']",16
48,2020-06-20 15:49:23,gpmoran,"Just been given a Father’s Day present: an @FiveLeavesBooks #BLM themed mystery selection box. Haven’t read any of them (well done, Ross) and I was about to buy @PriyamvadaGopal Insurgent Empire. Very happy! pic.twitter.com/AIYI0Dod4Q",['#blm'],35
49,2020-06-20 15:48:10,LaRhonda_Marie,Tulsa definitely showing #45 what really matters and it ain’t his visit! #BLM✊🏽  pic.twitter.com/OMvll8v41R,['#blm'],21
50,2020-06-20 15:44:26,JAEbberts,"How much of the Millions of dollars raised is #BLM donating to @OURrescue? 

13% of Haitian children find themselves sold into slavery of some sort in 2020. That's unacceptable. 

Maybe someone should ask BLM *which* #BlackLivesMatter ?","['#blm', '#blacklivesmatter']",38
51,2020-06-20 15:43:37,eruomaa_,No Matter How Young you are YOU SHOULD KNOW YOU MATTER 💕 you are important . you are smart .you are loved . #BLM  pic.twitter.com/jVNT208eU8,['#blm'],39
52,2020-06-20 15:41:38,Quirky_Poppins,"Perhaps you can stop shouting, “f*** the police” then as a brave policeman saved more people from being murdered. #BLM",['#blm'],24
53,2020-06-20 15:39:46,im_jesssayinn,"“Training at BMC means training in social justice. You don’t need to watch the news to know that Black Lives Matter, you work at BMC, where these conversations have been happening for generations.” -@jserdoc PD remarks at Class of 2020 @BostonCityEM @The_BMC grad #BMCProud #BLM","['#bmcproud', '#blm']",89
54,2020-06-20 15:38:30,josie_huang,"Several Black dads led a #BLM march thru Baldwin Hills for Father’s Day weekend. 

It’s the 1st time in recent weekends out that I saw a law enforcement officer protest and address protesters.  pic.twitter.com/2W5fqMeC1n",['#blm'],80
55,2020-06-20 15:37:01,FTCUTD,"Hey Culture-
Most of y'all know one of our signature items on the Culture Shop ( http://ftcutd.myshopify.com ) are our jersey namesets. 
Given our aims, we'd be interested in getting feedback on your interest if we put a #BLM nameset with proceeds going to charity. 
Thoughts?",['#blm'],32
56,2020-06-20 15:34:28,WeAreTRR,"#BlackLivesMatter Organizer Makes Public Statement Regarding #Reading Stabbings

Organizer distances #BLM from violence @UKStreetCrime1 
Is it just me or does is look a lot like some one has told her to say this..  https://t.me/therealityreport … @greatwhitevin pic.twitter.com/lfmIyMFG8C","['#blacklivesmatter', '#reading', '#blm']",34
57,2020-06-20 15:33:11,ItsDebol,Yo That was a dope footage. Col.Robinson was also one of those who volunteerily gave us hand in the 2nd Italo-Ethiopian war. He flew one of our #potez25 fighter planes whilst serving as the commander of the Ethiopian Air Force!  we are forever gratefull. #BLM  pic.twitter.com/ilbRthL2Fj,"['#potez25', '#blm']",35
58,2020-06-20 15:31:27,jemcbuckets,"my buddy and ex-roomie @zarzarbinkss and I had a conversation about ""white allyship"" a few weeks ago, namely a/b how many of white ppl marching w/ #blm around police brutality are the same white ppl that are the main benefactors/actors of gentrification in CoC .... (1/many)",['#blm'],16
59,2020-06-20 15:28:12,MatthewRose86,"Doesn't this breach Law 4 that ""Equipment must not have any political, religious or personal slogans, statements or images""? whatever you think of #BLM I can't see how the #PremierLeague can ignore UEFA regs that the Laws must be respected 🤷‍♂️ https://twitter.com/premierleague/status/1273994698051522561 …","['#blm', '#premierleague']",139
60,2020-06-20 15:28:01,OutragedMary,"""Make no mistake – BLM is a radical neo-Marxist political movement""
Why aren't you saying this, Boris?
The BBC and Sky SUPPORT #BLM. White lives mean less than black lives in the UK.
But EVERYONE should be equal whatever their colour
#AllLivesMatters https://www.telegraph.co.uk/news/2020/06/12/make-no-mistake-blm-radical-neo-marxist-political-movement/ …","['#blm', '#alllivesmatters']",183
61,2020-06-20 15:27:33,scalyonee1977,#BLM finest as they attack an old women & her dogs. Who is the heal of BLM? Who is the spokes person for this anarch my group & can we request that this organisation is shut down. @BorisJohnson @realDonaldTrump  https://twitter.com/Sulian102/status/1274372695933755394/video/1 …,['#blm'],110
62,2020-06-20 15:27:25,RT_com,"""We cannot keep sweeping these things under the carpet, these injustices,” Greta #Thunberg on #BLM protests

 https://on.rt.com/ajzv ","['#thunberg', '#blm']",93
63,2020-06-20 15:27:16,trevorgoodwin54,"Oh look - protesters not yelling fuck the police now, as the coppers run towards a potential terror attack to protect the people who have been hating on them for weeks. Remember this please.#BLM 🥵",['#blm'],24
64,2020-06-20 15:24:41,MoreWillie,#BLM alive and well in Yosemite 🖤  pic.twitter.com/JNgYKhkitl,['#blm'],22
65,2020-06-20 15:24:11,misscharliebond,"Just a polite note - after some really impolite responses.

It's not fair to blame the #BLM movement, just because you really want it to be true.",['#blm'],183
66,2020-06-20 15:20:55,angryinengland,"Do #BLM supporters still want to #defundthepolice ? 

#Readingstabbing
#BlackLivesMatter","['#blm', '#defundthepolice', '#readingstabbing', '#blacklivesmatter']",33
67,2020-06-20 15:20:37,kalleeko,"Shoutout to my employer @macfound for holding its employees down and for supporting the cause. ✊🏽
#instaeko #blacklivesmatter #blm  pic.twitter.com/HvMq3JsWYs","['#instaeko', '#blacklivesmatter', '#blm']",15
68,2020-06-20 15:20:28,LilHulkQ,Can't stop. Won't stop. #BLM #ColemanLove #GaHateCrimeBillNow #CommunityPolicing #GetOffMyNeck  #MetroAtlantaQues pic.twitter.com/537Gk27ONo,"['#blm', '#colemanlove', '#gahatecrimebillnow', '#communitypolicing', '#getoffmyneck', '#metroatlantaques']",13
69,2020-06-20 15:19:56,NickWiltonNS,Very very good point! We suppress violence by #BLM but we have violence against Mr Floyd on infinite loop! #DoubleStandards .... one man’s “freedom fighter” is another man’s “terrorist”,"['#blm', '#doublestandards']",79
70,2020-06-20 15:19:46,katalva3,"Holy Crap, just got here about 20 minutes ago and to my surprise I had picked up 221 followers!!! How'd that happen? lmao Thanks everyone and so nice to meet all my new followers!!! #BlueWave2020 #BLM @DownWithTheGOP","['#bluewave2020', '#blm']",85
71,2020-06-20 15:18:00,ck1984ishere,Has anyone else ever known the media to report an attack as terrorism so quickly? Are they hiding racism? #Reading #Stabbings #BLM,"['#reading', '#stabbings', '#blm']",23
72,2020-06-20 15:17:57,ShinaSeabury,My friend referenced in the tweet below got racially abused by this woman in #Midtown #NYC. She got in her face any everything. Does anyone know her? #BLM  https://twitter.com/MeghaChawla/status/1274462441649377281 …,"['#midtown', '#nyc', '#blm']",11
73,2020-06-20 15:17:23,RT_com,A #BLM protester was removed by police from #Trump’s campaign rally grounds in #Tulsa after she refused to leave “private event area” on her own https://on.rt.com/ajzx ,"['#blm', '#trump', '#tulsa']",33
74,2020-06-20 15:14:41,thom_galvin,"Is this image jarring? If so, then it’s making its point. #blm  pic.twitter.com/IyL6PpVPmq",['#blm'],26
75,2020-06-20 15:14:27,chajutsu,"BLACK LIVES MATTER, not only today, but everyday. Regardless if the movement isn’t getting as much attention as it needs, it’s still important. #BLM",['#blm'],22
76,2020-06-20 15:13:55,BayKurley,"#BLM want to defund the police... tonight, we see again their idea is BS < a question we will not be asking on Sly News, under any circumstances, guys x",['#blm'],43
77,2020-06-20 15:13:40,thekaidiamond,"3 years ago, still relevant today. #BLM
@Jeezmino, @kevo180, & Sev

CC: @Chrishayla_S pic.twitter.com/bTHYYECQGN",['#blm'],28
78,2020-06-20 15:13:20,bennn222,How convenient......a terrorist happens to go on a killing rampage straight after a #BLM protest...now many terrorists attacks has Reading had?,['#blm'],16
79,2020-06-20 15:12:35,RogerClark41,Hundreds of Cyclists headed up Third Avenue - our window to the world #GeorgeFloyd #BLM #protests2020 #NYC pic.twitter.com/SapKxOEEZv,"['#georgefloyd', '#blm', '#protests2020', '#nyc']",99
80,2020-06-20 15:12:26,sirtatters,"Embarrassing when you’re white & you think you’re so brave for supporting #BLM then you get schooled by a black woman who knows better!!
 pic.twitter.com/YZWGaqyPQd
#TrumpRally","['#blm', '#trumprally']",19
81,2020-06-20 15:11:59,metroidhat,"Prepare for some Hollow Knight prototype auctions! Each week a different plushie will be available to bid on, and I'll be donating the proceeds to the National Police Accountability Project. Plus I'll cover shipping and match each winning bid up to $300usd. #HollowKnight #BLM  pic.twitter.com/a8zQpkMlpl","['#hollowknight', '#blm']",58
82,2020-06-20 15:09:36,MikeNouveau,"At least 5,000 of us biking uptown @jfg_nyc #NYCPROTEST #BLM  pic.twitter.com/3UM623Tq9z","['#nycprotest', '#blm']",28
83,2020-06-20 15:08:04,RT_com,"UPDATE: Police say 'no indication' a stabbing attack in #ForburyGardens linked to #BLM protest, that took place earlier

 https://on.rt.com/ajzu ","['#forburygardens', '#blm']",59
84,2020-06-20 15:05:02,greatwhitevin,"#BREAKING 
Alleged Attacker In Mass Stabbing #Arrested On Tape
#Reading #UK 🇬🇧
 https://t.me/vinniesullivan  | @UKStreetCrime1
#BLMprotests #BLM #blacklivesmatter #stabbing pic.twitter.com/s3lc9lcqhP","['#breaking', '#arrested', '#reading', '#uk', '#blmprotests', '#blm', '#blacklivesmatter', '#stabbing']",62
85,2020-06-20 15:04:55,bennn222,Sky want to get it as faraway from #BLM as possible...they've been encouraging violence for 2 weeks..,['#blm'],21
86,2020-06-20 15:04:32,RSutton_UK,"Fair enough. So he's Lybian.
That doesn't mean he has any connection with the #BLM #BLMprotest for racial equality and campaign against right wing extremists.","['#blm', '#blmprotest']",44
87,2020-06-20 15:01:39,MeghaChawla,"CW: Profanity and racial epithets 
Twitter: Can we find this woman who just harassed my friend who was walking down the street in #NYC wearing a #BLM T-shirt and had her headphones on?? There need to be consequences! Please RT!  pic.twitter.com/ogNCeVyEmz","['#nyc', '#blm']",155
88,2020-06-20 15:01:28,OutragedMary,"People don't believe anything the Media say now. The BBC always say ""mainly peaceful"" #BLM protesters. Even when 40 police were injured by them 2 weeks back.
It leaves people speculating because nobody believes the BBC any more.",['#blm'],146
89,2020-06-20 15:00:49,ryantaylorbmx,Terrorist attack in #BLM protest in reading..... it was only a matter of time before these pieces of shit started... I predicted this at Hyde park. But READING!!!! 🤬🤬🤬🤬🤬🤬🤬🤬,['#blm'],180
90,2020-06-20 14:59:48,OutragedMary,So much hatred and violence around the whole #BLM cult.,['#blm'],30
91,2020-06-20 14:58:53,MackayIM,The contrasts to a #BLM march are...manifold  https://twitter.com/mikesimonsphoto/status/1274370587331366912 …,['#blm'],255
92,2020-06-20 14:56:10,dhershiser,🤬 they can try to paint over it but it won’t erase the fact that millions of us are willing to flood the streets in support of #BLM,['#blm'],120
93,2020-06-20 14:55:30,Tom___Scott,"Far-right accounts are seeking to connect the #Readingstabbing with #BLM.

It happened 2 hours after the end of a peaceful protest & perpetrator's motive isn't known.

Please report anyone sharing horrific video - deeply distressing to victims' families.
 https://www.theguardian.com/uk-news/2020/jun/20/police-incident-reading-town-centre-forbury-gardens-park-?CMP=Share_AndroidApp_Tweet …","['#readingstabbing', '#blm']",34
94,2020-06-20 14:54:11,akarlin88,"Time to start triggering the MAGA cultists again. Trump's rallies (no masks, indoors) are going to be spread coronavirus much more effectively than the #BLM religious ceremonies (masks, outdoors).  pic.twitter.com/7uNAJpSB9J",['#blm'],118
95,2020-06-20 14:53:37,itskyyfry,Because her life matters #BLM  pic.twitter.com/Jeu0vDGKGX,['#blm'],31
96,2020-06-20 14:53:10,daniellemasonUK,"Wow these #stabbings basically on my doorstep and all people are worried about is protecting #blm protest name, how about spare a thought for the poor people injured and their families! I'm sick of hearing the selfishness!","['#stabbings', '#blm']",31
97,2020-06-20 14:53:04,RuozziLegaNord,Everyone knows that #Blm is supported by islamic terrorists.,['#blm'],89
98,2020-06-20 14:51:18,keddieff,"""If the Bloc Quebecois could shift their outrage of one of their members being called a 'racist' toward actually addressing racism, then perhaps we could start taking actions to address the racism that millions of Canadians face.""  https://www.cbc.ca/news/canada/manitoba/pov-racism-white-fragility-1.5619647?__vfz=medium%3Dsharebar … #IStandWithJagmeet #BLM","['#istandwithjagmeet', '#blm']",110
99,2020-06-20 14:49:23,Mattl_w,Sack them both! Utterly incompetent and condoning the riots!  #CressidaDick #sackcressida @metpoliceuk #sackkhan #SackSadiq #FarLeft #BLM #blacklivesmatter #BLMprotests #Readingstabbing #BLMTerrorists #AllLivesMatters pic.twitter.com/mf8WnyyYLC,"['#cressidadick', '#sackcressida', '#sackkhan', '#sacksadiq', '#farleft', '#blm', '#blacklivesmatter', '#blmprotests', '#readingstabbing', '#blmterrorists', '#alllivesmatters']",801
100,2020-06-20 14:49:02,SJJB55,#Antifa is now a proscribed terrorist organisation in USA....is #BLM heading that way too?,"['#antifa', '#blm']",30
101,2020-06-20 14:48:16,HughJaeger,.@SkyNews is also guilty of smearing #BLM by trying to link it with the Forbury Gardens stabbings in Reading.,['#blm'],22
102,2020-06-20 14:47:39,justchillbo,"Dapper Don 🦅
#blm  pic.twitter.com/bLYFXIKUAt",['#blm'],59
103,2020-06-20 14:46:04,KristenBlush,Stepped outside for a bike ride and this was in full swing. New York City has been protesting every day for weeks. Ya love to see it! 🙌✊❤️ #BLM  pic.twitter.com/EFY1QET43C,['#blm'],35
104,2020-06-20 14:44:52,hpdailyrant,"Saw my parents today and discussed #blm. It’s easy to see the world through the lens of our refugee experience, our journey becoming Americans. But today, we put ourselves in the place of Black Americans & saw the a more complex fabric of America. #WorldRefugeeDay","['#blm', '#worldrefugeeday']",15
105,2020-06-20 14:44:50,WinnieChuffkiss,Almost every tweet on these horrendous stabbings in Reading are from people saying this had nothing to do with #BLM as if the main concern is about their image not the concern for those murdered or injured!,['#blm'],748
106,2020-06-20 14:43:21,pongosapien,"So I've just learned about the Tulsa Massacre, where the Far Right rally is being held, and now I feel really nauseous. #BLM",['#blm'],13
107,2020-06-20 14:41:56,ElaniKitten,"#blm

black lives matter, yesterday, today, and tomorrow. Period. ✊🏿  pic.twitter.com/WSk2cRSOQu",['#blm'],47
108,2020-06-20 14:41:30,AreCatsGay,"Join @Jewpiter_ and myself for a very special episode of our Kaggot podcast where we discuss the absolute importance of our police officers in these perilous times  
 https://youtu.be/NhS3PjCSJpU 
#Kaggot #BlueLivesMatters #BlueFlu #Blm #AllLivesMatter pic.twitter.com/LykkVxgyuQ","['#kaggot', '#bluelivesmatters', '#blueflu', '#blm', '#alllivesmatter']",16
109,2020-06-20 14:41:08,chizzlestixx,So many flag shaggers in the comments not knowing if they want to blame Muslim terrorists or #BLM for this one.,['#blm'],68
110,2020-06-20 14:40:55,SyCStokes,"Today is my 27th birthday. 

Rayshard Brooks was 27.

Dominique “Rem‘mie” Fells was 27.

Dominique Alexander was 27. 

Breonna Taylor would have turned 27 this month. 

We deserve to experience life past 27. 

#BlackTransLivesMatter #SayHerName #AbolishThePolice #BLM  pic.twitter.com/s2l4TqKHOf","['#blacktranslivesmatter', '#sayhername', '#abolishthepolice', '#blm']",315
111,2020-06-20 14:40:27,nalin,"So my boys put these signs in our yard and today a neighbor told us ""we can't have signs like these in our neighborhood"". Infuriating. But also part of the process of having the difficult conversations. Obviously signs are still up. #letstalkaboutit #blacklivesmatter #blm  pic.twitter.com/nV7OLzLafo","['#letstalkaboutit', '#blacklivesmatter', '#blm']",26
112,2020-06-20 14:37:45,LindsayWesker,"Always amazing to see #Karen clips on social media, with white women randomly assaulting black people. They say, ""Why don't you go back to your country?"" Don't these 'Karens' know that black people were forcibly dragged from their countries? Why didn't you leave them alone? #BLM","['#karen', '#blm']",20
113,2020-06-20 14:36:21,MadScientistPod,"Replies to this tweet are a really nice way to see who has done the homework/are studying this seriously, and who aren't. The ancient astronaut theory is one in a long line of racist pseudoarcheology/pseudoscience theories #BLM #AcademicTwitter #AcademicChatter https://twitter.com/indyfromspace/status/1274137247521083392 …","['#blm', '#academictwitter', '#academicchatter']",39
114,2020-06-20 14:35:29,tomcsheppard,So my daughter tells me to please say their names. #GeorgeFloyd #EricGarner #BLM Children’s March ⁦@AQE_NY⁩ ⁦⁦@DrKYSR⁩ ⁦@ItsShidaB⁩ ⁦@zansari8⁩ ⁦@marriabau⁩ #BLM Children’s March NYC  pic.twitter.com/XoEtbZDVUc,"['#georgefloyd', '#ericgarner', '#blm', '#blm']",28
115,2020-06-20 14:35:24,KMulligan97,"Today I did something a little different from the day job. Today I was part of the @Ldn_Ambulance Team that staffed the Special Operations Centre for today’s #BLM Marches in London, working alongside @LAS_TacAdvisor & @LAS_JRU throughout the day to provide a response to the area.",['#blm'],18
